DAY,WND,CIG,VIS,TMP,DEW,SLP
2014-02-12,"(121.44655504643293, 15.75493991454436)",20021.81818181818,5507.894736842105,-0.8321428571428571,-14.62857142857143,1034.5500000000002
2014-02-13,"(113.6863810139348, 12.625117335947225)",20720.0,3750.0,-3.3285714285714287,-10.24642857142857,1032.775
2014-02-14,"(29.83147830644472, 8.889194322178792)",20659.183673469386,1898.148148148148,-2.6185185185185187,-8.124074074074075,1025.35
2014-02-15,"(16.163972202252655, 13.795719736395261)",20632.5,1515.0943396226414,-1.4811320754716981,-7.679245283018868,1025.4250000000002
2014-02-16,"(158.53375576071758, 11.823501141074546)",20720.0,3585.714285714286,1.8053571428571427,-9.28,1031.5249999999999
2014-02-17,"(154.6630435828095, 22.06458455645612)",13840.0,7423.076923076923,0.2285714285714286,-14.5875,1035.6375
2014-02-18,"(167.6645761514468, 14.628432086668527)",20667.755102040817,7232.075471698113,-1.6703703703703705,-11.124074074074075,1030.6
2014-02-19,"(121.9985858685998, 11.24440086849406)",19956.25,6186.486486486487,0.2839285714285714,-11.06607142857143,1029.575
2014-02-20,"(117.63555769007681, 15.09945654704487)",20715.29411764706,1542.857142857143,-2.2375000000000003,-6.103571428571428,1030.35
2014-02-21,"(4.920587496611147, 15.029808589918664)",20720.0,2175.0,0.7285714285714285,-5.555357142857142,1028.5375
2014-02-22,"(108.12171408540671, 12.015297987720798)",20720.0,1762.5,3.1285714285714286,-4.548214285714286,1030.7125
2014-02-23,"(52.933859855305705, 5.761194923354987)",20720.0,1669.642857142857,1.9517857142857142,-5.201785714285714,1030.225
2014-02-24,"(25.96561155117494, 1.5776442833327633)",20321.53846153846,1594.642857142857,2.382142857142857,-4.596428571428571,1027.2875000000001
2014-02-25,"(20.631910970635786, 8.998796522347604)",20712.941176470587,1483.9285714285713,3.2767857142857144,-3.6374999999999997,1025.4375
2014-02-26,"(327.3505944080523, 38.99065180363044)",18762.363636363636,3666.6666666666665,5.853571428571429,-4.339285714285714,1023.8125000000001
2014-02-27,"(26.003630409137084, 17.544969224738686)",11120.0,17555.555555555555,2.8625000000000003,-13.926785714285714,1029.3375
2014-02-28,"(329.90882868563494, 4.983982420413475)",20407.80487804878,6535.354166666667,1.4303571428571427,-7.017857142857143,1025.7125
2014-03-01,"(277.3766996105777, 12.054497514251807)",14746.666666666666,10271.42857142857,5.466071428571429,-14.849999999999998,1023.0
2014-03-02,"(139.97292852792387, 17.752449655038397)",20720.0,4646.428571428572,3.625,-7.4375,1022.75
2014-03-03,"(10.648463831175304, 22.122533877899862)",20667.755102040817,3396.296296296296,1.7839285714285715,-6.470909090909091,1022.3625000000001
2014-03-04,"(329.80905837696065, 46.011177783548156)",240.0,24625.0,2.985714285714286,-22.57857142857143,1028.025
2014-03-05,"(265.0817659342267, 20.91569303631759)",240.0,20875.0,3.480357142857143,-23.074999999999996,1028.7375
2014-03-06,"(246.6243315894748, 8.481002262581281)",240.0,19714.285714285714,2.146428571428572,-21.005357142857143,1030.2000000000003
2014-03-07,"(94.12501976738244, 10.758000310155927)",19709.473684210527,8329.166666666666,3.769642857142857,-17.674545454545456,1028.5
2014-03-08,"(164.93789899544973, 10.459938534131345)",20580.869565217392,4788.235294117647,2.976785714285714,-7.110714285714287,1023.275
2014-03-09,"(138.20332610979852, 22.88632766791405)",19489.23076923077,7256.666666666667,3.2857142857142856,-9.008928571428571,1027.1374999999998
2014-03-10,"(101.71919905475579, 11.858978861281857)",20186.666666666668,4731.707317073171,3.412499999999999,-6.007142857142857,1021.225
2014-03-11,"(18.130389960484532, 42.99581636415684)",19280.0,5051.724137931034,8.919642857142858,-8.45892857142857,1019.6375
2014-03-12,"(3.9619071518164555, 23.47697122029248)",240.0,20000.0,4.907142857142857,-20.875,1025.5875
2014-03-13,"(287.6343069347572, 25.46940854937576)",240.0,19375.0,9.319642857142858,-22.014285714285716,1020.5625
2014-03-14,"(205.20668631841082, 17.104162395865437)",240.0,17250.0,9.921428571428573,-16.235714285714288,1015.6875
2014-03-15,"(131.1102184781056, 17.114074691754666)",20720.0,6505.263157894737,12.648214285714285,-9.655357142857143,1011.95
2014-03-16,"(113.69921496999397, 18.16412241692153)",20481.86046511628,6068.085106382979,10.791071428571428,-6.748214285714285,1013.625
2014-03-17,"(319.08387386360823, 45.4642005892712)",16065.454545454546,8766.666666666666,14.592857142857143,-9.698214285714284,1015.1624999999999
2014-03-18,"(160.47198543382973, 27.475777094987563)",5680.0,10888.888888888889,10.360714285714286,-8.369642857142857,1022.4124999999999
2014-03-19,"(341.8226844458441, 33.01613671621041)",13840.0,12923.076923076924,9.235714285714286,-10.119642857142859,1024.9
2014-03-20,"(333.43666710862095, 24.829877737626312)",240.0,22875.0,12.289285714285715,-14.980357142857144,1025.1625
2014-03-21,"(231.27906821109278, 21.274546191217187)",240.0,14000.0,14.185714285714287,-12.280000000000001,1018.0375
2014-03-22,"(47.463311507550905, 25.852231515030045)",20963.809523809523,9172.0,14.403571428571427,-12.589285714285714,1020.575
2014-03-23,"(142.95753049456837, 19.961471713663016)",20720.0,3816.0714285714284,12.648214285714287,-2.3714285714285714,1020.9124999999999
2014-03-24,"(225.51923015977684, 5.844516510497919)",20720.0,2812.5,13.474999999999998,1.0625,1012.2249999999999
2014-03-25,"(170.60588664052116, 6.611239362198274)",20720.0,4314.285714285715,15.428571428571429,2.6767857142857143,1009.8625
2014-03-26,"(162.99088665628454, 9.660259638970818)",20717.647058823528,1789.2857142857142,16.030357142857145,7.353571428571428,1010.45
2014-03-27,"(52.68283052035979, 13.01592019957478)",20720.0,4355.357142857143,13.723214285714286,4.2,1010.3375
2014-03-28,"(39.8580962370192, 14.118089926712033)",20884.102564102563,4868.181818181818,15.478571428571428,6.141071428571428,1008.8625
2014-03-29,"(9.434700384843776, 9.697045466878365)",240.0,12837.5,16.276785714285715,0.03928571428571428,1013.6625
2014-03-30,"(145.87301840734492, 13.677999238856831)",19280.0,10757.142857142857,20.032142857142855,-5.067857142857143,1015.3625
2014-03-31,"(76.3160220611656, 7.208710447208712)",19031.92,3824.9285714285716,14.801785714285714,5.2272727272727275,1015.0125
2014-04-01,"(175.67261611571237, 17.699023411653407)",20080.0,5948.717948717948,17.294642857142858,1.875,1011.0
2014-04-02,"(102.66211936868073, 15.895311713316145)",17648.0,6594.736842105263,15.921428571428569,-1.94,1018.8375
2014-04-03,"(5.524667509611535, 13.374455157585938)",240.0,18500.0,12.625,-16.442592592592593,1021.8875
2014-04-04,"(44.88511942860646, 19.14836587430796)",240.0,13750.0,14.478181818181817,-9.381818181818181,1016.225
2014-04-05,"(268.8994031485724, 7.722220747456366)",240.0,17125.0,12.846428571428572,-9.764285714285714,1021.6625
2014-04-06,"(208.02799049572812, 33.693399669890944)",14746.666666666666,8909.09090909091,17.164285714285715,-7.414545454545455,1015.8125
2014-04-07,"(139.95798966155553, 15.015754902837017)",20445.714285714286,5588.888888888889,16.616071428571427,0.775,1013.35
2014-04-08,"(166.03102323811646, 23.47398066236934)",20720.0,4498.214285714285,19.064285714285713,3.789285714285714,1011.575
2014-04-09,"(106.40774444463624, 12.325191602895895)",20282.105263157893,6504.878048780488,20.93035714285714,-1.5945454545454543,1014.2375
2014-04-10,"(147.99880683061622, 19.581498134233943)",18891.428571428572,7384.384615384615,15.216071428571427,-3.0,1021.6
2014-04-11,"(151.82490550736415, 10.88263927382722)",18891.428571428572,8831.578947368422,12.991071428571429,-2.4107142857142856,1018.1375
2014-04-12,"(163.48904270732962, 15.578776427823412)",20481.86046511628,6651.063829787234,15.269642857142857,-1.1696428571428572,1016.175
2014-04-13,"(148.29497519466005, 16.7562570335628)",20720.0,3432.1428571428573,17.20357142857143,5.3,1017.0125
2014-04-14,"(157.4564303369095, 20.06107944663834)",20407.80487804878,3608.695652173913,19.83392857142857,8.74642857142857,1015.825
2014-04-15,"(156.24898556896753, 28.812271993082575)",17648.0,7470.0,17.0625,0.6410714285714285,1018.7375
2014-04-16,"(117.06780326632426, 11.443382075237832)",6564.8,7184.210526315789,16.736363636363635,-2.6454545454545455,1012.2571428571429
2014-04-17,"(114.87221169581638, 5.273775117852323)",16538.2,4371.428571428572,14.212500000000002,9.594642857142857,1014.775
2014-04-18,"(149.68204266352896, 24.922035150202564)",19489.23076923077,3838.7096774193546,15.685714285714287,7.133928571428571,1020.6624999999999
2014-04-19,"(173.04712766040552, 16.611674166890616)",19894.1935483871,7735.833333333333,11.116071428571429,3.6964285714285716,1019.8125
2014-04-20,"(254.75879024342495, 15.680849446244686)",13296.0,10922.222222222223,15.732142857142858,1.975,1016.175
2014-04-21,"(232.88525261421862, 12.840646658146802)",240.0,13912.5,17.664285714285715,0.3696428571428571,1015.6125000000001
2014-04-22,"(197.70050332978164, 30.91121601674606)",13840.0,7138.461538461538,21.326785714285712,4.921428571428572,1011.9
2014-04-23,"(174.2222559852264, 30.289068528789898)",20938.536585365855,4832.565217391304,20.082142857142856,11.333928571428572,1010.7249999999999
2014-04-24,"(173.0537318695633, 20.000814473744768)",20720.0,5381.818181818182,19.39107142857143,10.810714285714285,1014.8875
2014-04-25,"(332.7004763116684, 25.335044233866178)",13623.375,7203.528301886792,18.369642857142853,8.867857142857142,1017.2625
2014-04-26,"(64.16259585417588, 11.0884047368161)",240.0,11649.8,15.676785714285714,7.173214285714286,1020.525
2014-04-27,"(70.68900350057118, 12.221799321912282)",14746.666666666666,11500.0,18.075,4.753571428571428,1020.6125
2014-04-28,"(149.57650611135801, 5.909433025329184)",12674.285714285714,8166.666666666667,19.003571428571426,4.401785714285714,1017.3375
2014-04-29,"(187.5792254762929, 21.242647881045734)",19960.0,7013.888888888889,20.242857142857144,6.778571428571429,1011.5125
2014-04-30,"(182.0299309887008, 26.405009242370667)",19668.571428571428,6180.645161290323,21.9375,10.469642857142858,1008.2375
2014-05-01,"(304.52017784923186, 47.84308982390267)",18557.56,7490.911764705882,19.324999999999996,6.419642857142857,1009.2875
2014-05-02,"(308.4470860567544, 42.20076115491418)",240.0,16768.846153846152,15.585714285714285,-0.33928571428571425,1016.6750000000001
2014-05-03,"(293.9137198589113, 66.82395293007811)",631.6,13709.8,16.58214285714286,-4.0625,1013.4875
2014-05-04,"(331.2733691845184, 69.19409603412322)",240.0,19000.0,13.15,-9.0125,1017.9375
2014-05-05,"(119.9953977295977, 3.9754278314444695)",240.0,21875.0,15.06607142857143,-4.9750000000000005,1015.875
2014-05-06,"(87.83802103015425, 13.72497787911941)",20186.666666666668,6402.941176470588,16.467307692307692,6.06923076923077,1005.9428571428572
2014-05-07,"(351.8903027292832, 28.850970186070075)",17920.0,8652.380952380952,18.723636363636366,2.06,1009.525
2014-05-08,"(150.6012212174101, 28.011498525747015)",15472.0,7426.666666666667,19.057142857142853,5.991071428571429,1013.9375
2014-05-09,"(111.19497962871267, 37.683860665547016)",240.0,11250.0,17.242857142857144,5.4125000000000005,1014.9000000000001
2014-05-10,"(62.39597324367445, 23.20611183266591)",10714.3,8022.685714285714,15.653571428571428,7.042857142857143,1014.825
2014-05-11,"(348.2832281976412, 16.81596979318603)",6109.666666666667,9445.666666666666,12.42,9.94,1003.2375
2014-05-12,"(223.36108524985386, 41.834745771713465)",240.0,19250.0,22.69464285714286,8.966071428571428,1000.8125
2014-05-13,"(323.1268522380078, 57.31336216809274)",14746.666666666666,12928.57142857143,23.614285714285717,0.9553571428571429,1001.3
2014-05-14,"(314.1134119914299, 34.777950225881014)",240.0,22500.0,17.044642857142858,0.8500000000000002,1004.3375000000001
2014-05-15,"(139.84214953818392, 10.829114463916637)",14746.666666666666,9571.42857142857,22.623214285714287,4.232142857142857,1000.3249999999999
2014-05-16,"(85.2805196034938, 13.28234906364264)",240.0,19250.0,22.98035714285714,4.360714285714286,1009.7375
2014-05-17,"(168.17622230908304, 22.340602074797317)",5680.0,13666.555555555555,21.9875,6.057142857142857,1011.7
2014-05-18,"(181.31865666687165, 16.719110652880364)",14084.75,7193.4838709677415,24.574545454545454,12.003636363636364,1007.05
2014-05-19,"(97.26264980903319, 11.22981824519598)",20611.063829787236,6175.0,22.960714285714285,15.067857142857141,1003.425
2014-05-20,"(88.17553447183676, 18.498810289934713)",15782.857142857143,14416.666666666666,24.446428571428573,9.75,1004.6374999999999
2014-05-21,"(153.2393438589158, 17.57230203962678)",21129.6,5268.518518518518,25.0625,15.008928571428571,1004.8375
2014-05-22,"(183.55102423963135, 29.577077257966735)",19032.727272727272,5459.259259259259,27.73392857142857,12.767857142857142,1007.4375
2014-05-23,"(186.6503822714008, 27.81238656115219)",14492.764705882353,7477.090909090909,27.905357142857145,13.7625,1009.175
2014-05-24,"(115.39162081290038, 19.724536158122334)",7252.588235294118,3276.785714285714,19.698214285714283,18.280357142857145,1007.8125
2014-05-25,"(297.84529292976896, 62.400788432373936)",14746.666666666666,11538.461538461539,21.72678571428571,4.401785714285714,1005.5
2014-05-26,"(238.59546372392376, 39.857211432870486)",11120.0,15818.181818181818,28.881818181818183,3.590196078431373,996.7125
2014-05-27,"(323.042606896764, 55.49938683734629)",11242.375,12142.714285714286,25.435714285714287,5.381818181818182,998.1375
2014-05-28,"(202.4403728722508, 38.201319358602774)",240.0,21125.0,29.19107142857143,8.385714285714286,998.9625
2014-05-29,"(38.487673665689364, 12.387858943356692)",240.0,13071.0,31.005357142857143,10.266071428571427,999.5125
2014-05-30,"(128.23971905924435, 30.057549349128006)",19161.739130434784,8285.714285714286,28.01607142857143,13.676785714285714,1006.6125
2014-05-31,"(288.5124090618867, 2.3296390539587093)",17427.432432432433,7409.090909090909,26.90892857142857,16.294642857142858,1007.1875
2014-06-01,"(38.704813779367505, 15.243817540798966)",952.0,11199.85,23.326785714285716,14.950000000000001,1009.225
2014-06-02,"(326.1423655555896, 15.526274526940156)",240.0,20125.0,22.24642857142857,12.728571428571428,1010.25
2014-06-03,"(131.1843850749752, 14.957129759673402)",16065.454545454546,12500.0,26.04285714285714,13.442857142857141,1007.45
2014-06-04,"(200.93414952351628, 17.345133172866362)",18891.428571428572,8923.076923076924,26.160714285714285,14.630357142857141,1005.45
2014-06-05,"(167.39803513956053, 14.74911747874319)",18373.333333333332,9529.411764705883,28.3625,15.533928571428572,1003.75
2014-06-06,"(0.27510200167647597, 25.662971857425593)",10291.833333333334,10029.533333333333,19.15,15.025000000000002,1004.5875000000001
2014-06-07,"(1.5567920952661132, 25.106019450520236)",240.0,23500.0,23.037499999999998,11.112499999999999,1003.2
2014-06-08,"(34.22198743783487, 12.541018599862534)",631.6,12330.75,20.7375,13.637500000000001,1001.825
2014-06-09,"(70.57474716190704, 13.722058802233608)",6169.5,10515.473684210527,23.099999999999998,12.682142857142859,1005.9
2014-06-10,"(80.92250735866841, 13.292320063085835)",20235.675675675677,5082.222222222223,21.229090909090907,16.37818181818182,1009.2750000000001
2014-06-11,"(359.22408624758737, 11.18527295765805)",240.0,20700.0,25.06964285714286,13.578571428571427,1008.825
2014-06-12,"(57.7922915401013, 13.521451534001296)",16560.0,14730.692307692309,28.87307692307692,14.805769230769231,1005.4285714285714
2014-06-13,"(25.855491564715226, 4.0099512656164205)",658.5,14307.384615384615,23.891071428571426,16.923214285714288,1007.375
2014-06-14,"(115.69094230585272, 9.72519168829768)",19927.619047619046,7592.307692307692,26.894642857142856,17.835714285714285,1005.6624999999999
2014-06-15,"(159.98433007488376, 13.988719017854008)",19446.0,5597.897959183673,25.857142857142858,18.666071428571428,1003.7375
2014-06-16,"(153.49459446390892, 21.178523804824707)",20368.0,5003.527272727273,25.048214285714288,19.142857142857142,1001.8375
2014-06-17,"(64.05901969125986, 5.009649656920021)",19106.62162162162,5506.521739130435,21.119642857142857,18.205357142857142,1002.575
2014-06-18,"(184.2887061373856, 11.084185047620993)",19748.96551724138,5906.060606060606,25.373214285714287,17.87142857142857,1002.4125
2014-06-19,"(138.73896948638128, 20.022951382889502)",13377.176470588236,4875.0,23.173214285714284,18.303571428571427,1005.35
2014-06-20,"(105.99560284989225, 10.439891809135382)",16217.636363636364,8949.666666666666,23.016071428571426,17.414285714285715,1007.4875
2014-06-21,"(269.92120794983884, 7.735911545609338)",14973.666666666666,8120.909090909091,22.082142857142856,16.628571428571426,1008.575
2014-06-22,"(353.5622910640457, 17.727527773046788)",13840.0,9058.588235294117,22.673214285714288,16.530357142857145,1008.6624999999999
2014-06-23,"(134.22206109648806, 5.840468699415795)",240.0,21250.0,25.85178571428571,15.3375,1006.5500000000001
2014-06-24,"(154.0998567322351, 22.331996224248662)",15472.0,11666.666666666666,27.337500000000002,16.914285714285715,1003.2375
2014-06-25,"(172.4664515104471, 23.06646013268287)",20516.363636363636,3530.612244897959,24.375,19.835714285714285,1003.5
2014-06-26,"(38.96409019933388, 5.915471554903301)",19161.739130434784,7534.0,26.974999999999998,18.853571428571428,1003.375
2014-06-27,"(13.876209832492613, 18.817672365521585)",240.0,23500.0,28.269642857142856,12.155357142857143,1006.3375
2014-06-28,"(25.15434157999512, 16.880195588231118)",631.6,14849.4,29.69464285714286,13.901785714285714,1004.975
2014-06-29,"(147.49101838936386, 12.256202539003525)",240.0,14000.0,29.076785714285712,16.669642857142858,1005.625
2014-06-30,"(164.5846593621683, 25.699233043990848)",18160.0,9259.074074074075,29.82857142857143,16.241071428571427,1005.1624999999999
2014-07-01,"(130.20854684279712, 21.357895034236684)",11294.4,4772.222222222223,26.305454545454545,19.87272727272727,1003.8999999999999
2014-07-02,"(127.2950656603738, 16.778236767041836)",12037.5,4058.181818181818,23.798214285714284,21.026785714285715,1002.2125
2014-07-03,"(136.19659368124982, 7.863040288520829)",20720.0,2214.285714285714,26.303571428571427,22.39821428571429,1001.425
2014-07-04,"(140.67808476953186, 16.347082737003678)",20720.0,2776.785714285714,27.292857142857144,22.264285714285712,1005.55
2014-07-05,"(148.0804069589848, 23.035083296814726)",20720.0,3450.909090909091,27.4375,22.196428571428573,1006.175
2014-07-06,"(116.320681856381, 22.130650038302043)",20720.0,3207.1428571428573,27.27857142857143,22.364285714285717,1004.4875
2014-07-07,"(140.23202854398502, 21.745266519268597)",20407.80487804878,4460.869565217391,28.061999999999998,22.174,1001.225
2014-07-08,"(10.353643382880913, 21.351315912469016)",15472.0,12420.0,27.576785714285716,17.669642857142858,1002.85
2014-07-09,"(3.3179335082960715, 9.296525306356324)",240.0,26500.0,27.18035714285714,15.301785714285712,1003.0999999999999
2014-07-10,"(205.88805239784043, 14.681575318724322)",240.0,21828.571428571428,30.2375,14.751785714285715,999.125
2014-07-11,"(41.10981182043912, 24.57783360571439)",240.0,27625.0,29.789285714285715,13.700000000000001,1000.35
2014-07-12,"(67.48427797320429, 18.204528905362533)",240.0,22777.444444444445,31.03939393939394,11.239393939393938,1002.15
2014-07-13,"(0.472277563025999, 15.345038473677683)",240.0,14570.92857142857,26.87708333333333,15.535416666666665,1002.3285714285714
2014-07-14,"(178.33002338303515, 12.423649342973077)",240.0,15470.058823529413,29.844642857142862,15.651785714285714,1002.575
2014-07-15,"(175.40319263599764, 21.19910743031413)",14240.78947368421,8567.76,27.769642857142856,18.87142857142857,1003.175
2014-07-16,"(103.5136192461642, 16.591601270969672)",20516.363636363636,4358.127272727273,25.382142857142856,20.78392857142857,1004.0125
2014-07-17,"(116.62844912942626, 15.033646477642872)",20720.0,3333.9285714285716,26.501785714285713,21.871428571428574,1005.8375000000001
2014-07-18,"(162.93730400867585, 18.799400553633184)",20720.0,5810.714285714285,29.925,23.076785714285712,1007.1625
2014-07-19,"(160.79923390895868, 29.435566519812433)",19582.222222222223,8000.0,31.860714285714288,23.258928571428573,1007.625
2014-07-20,"(184.70517236110112, 29.05771870953974)",17920.0,9142.809523809523,32.03928571428572,23.010714285714283,1002.6375
2014-07-21,"(357.24592558766943, 29.31119082570245)",8944.0,25999.8,30.160714285714285,16.873214285714287,1003.05
2014-07-22,"(310.03553756760056, 24.096791203788136)",11120.0,18937.0,27.385714285714283,16.303571428571427,1006.125
2014-07-23,"(249.35729423861895, 13.972115741085469)",10721.0,11869.260869565218,27.353571428571428,17.92142857142857,1003.3625
2014-07-24,"(74.7345204588979, 9.756887676069741)",19388.8,6828.09375,25.053571428571427,19.55535714285714,1006.0749999999999
2014-07-25,"(143.72733288476059, 15.356350822239074)",18160.0,8736.363636363636,28.18392857142857,17.073214285714283,1005.9000000000001
2014-07-26,"(177.9337767956554, 28.850760080570968)",19709.473684210527,6062.5,29.539285714285715,17.273214285714285,1008.8875
2014-07-27,"(171.349240574284, 28.958453039857925)",20407.80487804878,5971.111111111111,29.448214285714283,18.910714285714285,1006.5999999999999
2014-07-28,"(183.19668284224394, 33.4881855545746)",20407.80487804878,5339.130434782609,30.15892857142857,19.808928571428574,1003.4875
2014-07-29,"(165.9150958705288, 30.175288697077754)",12515.627450980392,4453.571428571428,28.400000000000002,20.81964285714286,1002.9625
2014-07-30,"(113.68160911863787, 18.012097395077078)",16538.2,2860.0,25.50714285714286,22.048214285714284,1006.3874999999999
2014-07-31,"(147.22802852714017, 20.323636413980825)",20720.0,2944.6428571428573,27.255357142857143,22.167857142857144,1006.375
2014-08-01,"(133.51623994108905, 19.093784162154574)",20720.0,4335.714285714285,28.178571428571427,23.085714285714285,1005.6875
2014-08-02,"(136.29694367732833, 11.212615554141195)",20640.0,4129.62962962963,29.567857142857143,23.93392857142857,1001.8125
2014-08-03,"(21.273324804592793, 13.34239734936716)",20681.21212121212,5808.108108108108,29.311111111111114,23.7462962962963,1000.65
2014-08-04,"(14.335911085224138, 31.530493553841193)",8431.0,14446.78947368421,21.8875,18.294642857142858,1005.4875
2014-08-05,"(47.51603097487561, 0.49817515827620856)",12674.285714285714,14166.666666666666,26.119642857142853,18.974999999999998,1006.725
2014-08-06,"(52.97614828475784, 14.216887886889687)",13840.0,13069.23076923077,27.38214285714286,16.160714285714285,1007.75
2014-08-07,"(143.17993164742407, 16.212535800123657)",22000.0,10333.333333333334,27.003571428571426,16.666071428571428,1008.9375
2014-08-08,"(156.21005251981117, 22.515206300285403)",18891.428571428572,5372.0,26.52857142857143,16.914285714285715,1007.875
2014-08-09,"(163.935034248128, 9.623679018674547)",19280.0,6739.242424242424,25.339285714285715,17.573214285714283,1005.15
2014-08-10,"(240.82912876387059, 0.496092844722777)",240.0,9784.23076923077,27.037499999999998,18.1375,1002.9625
